Anexo;Segmento;item;CEST;NCM;Descri??o
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;60;1300600;2936;Provitaminas e vitaminas, naturais ou reproduzidas por s?ntese (inclu?dos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou n?o entre si, mesmo em quaisquer solu??es - neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;70;1300700;3006.30;Prepara??es opacificantes (contrastantes) para exames radiogr?ficos e reagentes de diagn?stico concebidos para serem administrados ao paciente - positiva
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;71;1300701;3006.30;Prepara??es opacificantes (contrastantes) para exames radiogr?ficos e reagentes de diagn?stico concebidos para serem administrados ao paciente - negativa
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;80;1300800;3002;Antissoro, outras fra??es do sangue, produtos imunol?gicos modificados, mesmo obtidos por via biotecnol?gica, exceto para uso veterin?rio - positiva
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;81;1300801;3002;Antissoro, outras fra??es do sangue, produtos imunol?gicos modificados, mesmo obtidos por via biotecnol?gica, exceto para uso veterin?rio - negativa
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;90;1300900;3002;Vacinas e produtos semelhantes, exceto para uso veterin?rio - positiva
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;91;1300901;3002;Vacinas e produtos semelhantes, exceto para uso veterin?rio - negativa
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;100;1301000;3005.10.10;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de subst?ncias farmac?uticas - Lista Positiva
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;101;1301001;3005.10.10;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de subst?ncias farmac?uticas - Lista Negativa
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;110;1301100;3005;Algod?o, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cir?rgicos ou dent?rios, n?o impregnados ou recobertos de subst?ncias farmac?uticas - Lista Neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;120;1301200;"4015.11.004015.19.00";Luvas cir?rgicas e luvas de procedimento - neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;130;1301300;4014.10.00;Preservativo ? neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;140;1301400;9018.31;Seringas, mesmo com agulhas - neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;150;1301500;9018.32.1;Agulhas para seringas - neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;160;1301600;"3926.90.90 9018.90.99";"Contraceptivos (dispositivos intrauterinos - DIU) - neutra?"
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;10;1400100;7013;Objetos de vidro para servi?o de mesa ou de cozinha
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;20;1400200;7013.37.00;Outros copos, exceto de vitrocer?mica
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;30;1400300;7013.42.90;Objetos para servi?o de mesa (exceto copos) ou de cozinha, exceto de vitrocer?mica
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;40;1400400;"391939203921";Lonas pl?sticas, exceto as para uso na constru??o
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;50;1400500;3924;Artefatos de higiene/toucador de pl?stico, exceto os para uso na constru??o
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;60;1400600;3924.10.00;Servi?os de mesa e outros utens?lios de mesa ou de cozinha, de pl?stico, n?o descart?veis
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;61;1400601;3924.10.00;Servi?os de mesa e outros utens?lios de mesa ou de cozinha, de pl?stico, descart?veis
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;70;1400700;6911.10.10;Artigos para servi?o de mesa ou de cozinha, de porcelana, inclusive os descart?veis - estojos
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;80;1400800;6911.10.90;Artigos para servi?o de mesa ou de cozinha, de porcelana, inclusive os descart?veis - avulsos
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;90;1400900;6912.00.00;Artigos para servi?o de mesa ou de cozinha, de cer?mica
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;100;1401000;6912.00.00;Velas para filtros
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;110;1401100;4823.20.9;Filtros descart?veis para coar caf? ou ch?
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;120;1401200;4823.6;Bandejas, travessas, pratos, x?caras ou ch?venas, ta?as, copos e artigos semelhantes, de papel ou cart?o
XV;PAP?IS, PL?STICOS, PRODUTOS CER?MICOS E VIDROS;130;1401300;4813.10.00;"Papel para cigarro?"
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;10;1600100;4011.10.00;Pneus novos, dos tipos utilizados em autom?veis de passageiros (inclu?dos os ve?culos de uso misto - camionetas e os autom?veis de corrida)
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;20;1600200;4011;Pneus novos, dos tipos utilizados em caminh?es (inclusive para os fora-de-estrada), ?nibus, avi?es, m?quinas de terraplenagem, de constru??o e conserva??o de estradas, m?quinas e tratores agr?colas, p?-carregadeira
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;30;1600300;4011.40.00;Pneus novos para motocicletas
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;40;1600400;4011;Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;50;1600500;4011.50.00;Pneus novos de borracha dos tipos utilizados em bicicletas
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;60;1600600;4012.1;Pneus recauchutados
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;70;1600700;4012.90;Protetores de borracha, exceto os itens classificados no CEST 16.007.01
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;71;1600701;4012.90;Protetores de borracha para bicicletas
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;80;1600800;4013;C?maras de ar de borracha, exceto os itens classificados no CEST 16.009.00
XVI;PNEUM?TICOS, C?MARAS DE AR E PROTETORES DE BORRACHA;90;1600900;4013.20.00;"C?maras de ar de borracha dos tipos utilizados em bicicletas?"
XVII;PRODUTOS ALIMENT?CIOS;10;1700100;1704.90.10;Chocolate branco, em embalagens de conte?do inferior ou igual a 1 kg, exclu?dos os ovos de p?scoa de chocolate.
XVII;PRODUTOS ALIMENT?CIOS;20;1700200;"1806.31.101806.31.20";Chocolates contendo cacau, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;30;1700300;"1806.32.101806.32.20";Chocolate em barras, tabletes ou blocos ou no estado l?quido, em pasta, em p?, gr?nulos ou formas semelhantes, em recipientes ou embalagens imediatas de conte?do inferior ou igual a 2 kg
XVII;PRODUTOS ALIMENT?CIOS;40;1700400;1806.90.00;Chocolates e outras prepara??es aliment?cias contendo cacau, em embalagens de conte?do inferior ou igual a 1 kg, exclu?dos os achocolatados em p? e ovos de p?scoa de chocolate.
XVII;PRODUTOS ALIMENT?CIOS;50;1700500;1704.90.10;Ovos de p?scoa de chocolate branco
XVII;PRODUTOS ALIMENT?CIOS;51;1700501;1806.90.00;Ovos de p?scoa de chocolate
XVII;PRODUTOS ALIMENT?CIOS;60;1700600;1806.90.00;Achocolatados em p?, em embalagens de conte?do inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02
XVII;PRODUTOS ALIMENT?CIOS;61;1700601;1806.10.00;Cacau em p?, com adi??o de a??car ou de outros edulcorantes, em embalagens de conte?do inferior ou igual a 1kg
XVII;PRODUTOS ALIMENT?CIOS;62;1700602;1806.90.00;Achocolatados em p?, em c?psulas
XVII;PRODUTOS ALIMENT?CIOS;70;1700700;1806.90.00;Caixas de bombons contendo cacau, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;80;1700800;1704.90.90;Bombons, inclusive ? base de chocolate branco sem cacau
XVII;PRODUTOS ALIMENT?CIOS;90;1700900;1806.90.00;Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau
XVII;PRODUTOS ALIMENT?CIOS;100;1701000;2009;Sucos de frutas ou de produtos hort?colas mistura de sucos
XVII;PRODUTOS ALIMENT?CIOS;110;1701100;2009.8;?gua de coco
XVII;PRODUTOS ALIMENT?CIOS;120;1701200;"0402.10402.20402.9";Leite em p?, blocos ou gr?nulos, exceto creme de leite
XVII;PRODUTOS ALIMENT?CIOS;130;1701300;1901.10.20;Farinha l?ctea
XVII;PRODUTOS ALIMENT?CIOS;140;1701400;1901.10.10;Leite modificado para alimenta??o de crian?as
XVII;PRODUTOS ALIMENT?CIOS;150;1701500;"1901.10.901901.10.30";Prepara??es para alimenta??o infantil ? base de farinhas, grumos, s?molas ou amidos e outros
XVII;PRODUTOS ALIMENT?CIOS;160;1701600;"0401.10.100401.20.10";Leite ?longa vida? (UHT - ?Ultra High Temperature?), em recipiente de conte?do inferior ou igual a 2 litros
XVII;PRODUTOS ALIMENT?CIOS;161;1701601;"0401.10.100401.20.10";Leite ?longa vida? (UHT - ?Ultra High Temperature?), em recipiente de conte?do superior a 2 litros e inferior ou igual a 5 litros
XVII;PRODUTOS ALIMENT?CIOS;170;1701700;"0401.40.100401.50.10";Leite em recipiente de conte?do inferior ou igual a 1 litro
XVII;PRODUTOS ALIMENT?CIOS;171;1701701;"0401.40.100401.50.10";Leite em recipiente de conte?do superior a 1 litro e inferior ou igual a 5 litros
XVII;PRODUTOS ALIMENT?CIOS;180;1701800;"0401.10.900401.20.90";Leite do tipo pasteurizado em recipiente de conte?do inferior ou igual a 1 litro
XVII;PRODUTOS ALIMENT?CIOS;181;1701801;"0401.10.900401.20.90";Leite do tipo pasteurizado em recipiente de conte?do superior a 1 litro e inferior ou igual a 5 litros
XVII;PRODUTOS ALIMENT?CIOS;190;1701900;"0401.40.20402.21.300402.29.300402.9";Creme de leite, em recipiente de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;191;1701901;"0401.40.20402.21.300402.29.300402.9";Creme de leite, em recipiente de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;192;1701902;"0401.100401.200401.500402.100402.29.20";Outros cremes de leite, em recipiente de conte?do inferior ou igual a 1kg
XVII;PRODUTOS ALIMENT?CIOS;200;1702000;0402.9;Leite condensado, em recipiente de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;201;1702001;0402.9;Leite condensado, em recipiente de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;210;1702100;0403;Iogurte e leite fermentado em recipiente de conte?do inferior ou igual a 2 litros, exceto o item classificado no CEST 17.022.00
XVII;PRODUTOS ALIMENT?CIOS;211;1702101;0403;Iogurte e leite fermentado em recipiente de conte?do superior a 2 litros, exceto o item classificado no CEST 17.022.00
XVII;PRODUTOS ALIMENT?CIOS;220;1702200;0403.90.00;Coalhada
XVII;PRODUTOS ALIMENT?CIOS;230;1702300;0406;Requeij?o e similares, em recipiente de conte?do inferior ou igual a 1 kg, exceto as embalagens individuais de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;231;1702301;0406;Requeij?o e similares, em recipiente de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;240;1702400;0406;Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04
XVII;PRODUTOS ALIMENT?CIOS;241;1702401;0406.10.10;Queijo mu?arela
XVII;PRODUTOS ALIMENT?CIOS;242;1702402;0406.10.90;Queijo minas frescal
XVII;PRODUTOS ALIMENT?CIOS;243;1702403;0406.10.90;Queijo ricota
XVII;PRODUTOS ALIMENT?CIOS;244;1702404;0406.10.90;Queijo petitsuisse
XVII;PRODUTOS ALIMENT?CIOS;250;1702500;0405.10.00;Manteiga, em embalagem de conte?do inferior ou igual a 1 kg, exceto as embalagens individuais de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;251;1702501;0405.10.00;Manteiga, em embalagem de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;252;1702502;0405.90.90;Manteiga de garrafa
XVII;PRODUTOS ALIMENT?CIOS;260;1702600;1517.10.00;Margarina e creme vegetal em recipiente de conte?do inferior ou igual a 500 g, exceto as embalagens individuais de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;270;1702700;1517.10.00;Margarina e creme vegetal, em recipiente de conte?do superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;271;1702701;1517.10.00;Margarina e creme vegetal, em recipiente de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;272;1702702;1517.90;Outras margarinas e cremes vegetais em recipiente de conte?do inferior a 1 kg, exceto as embalagens individuais de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;280;1702800;1516.20.00;Gorduras e ?leos vegetais e respectivas fra??es, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas n?o preparados de outro modo, em recipiente de conte?do inferior ou igual a 1 kg, exceto as embalagens individuais de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;281;1702801;1516.20.00;Gorduras e ?leos vegetais e respectivas fra??es, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas n?o preparados de outro modo, em recipiente de conte?do superior a 1 kg, exceto as embalagens individuais de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;290;1702900;1901.90.20;Doces de leite
XVII;PRODUTOS ALIMENT?CIOS;300;1703000;"1904.10.001904.90.00";Produtos ? base de cereais, obtidos por expans?o ou torrefa??o
XVII;PRODUTOS ALIMENT?CIOS;310;1703100;1905.90.90;Salgadinhos diversos, exceto os classificados no CEST 17.031.01
XVII;PRODUTOS ALIMENT?CIOS;311;1703101;1905.90.90;Salgadinhos diversos, derivados de farinha de trigo
XVII;PRODUTOS ALIMENT?CIOS;320;1703200;"2005.20.002005.9";Batata frita, inhame e mandioca fritos
XVII;PRODUTOS ALIMENT?CIOS;330;1703300;2008.1;Amendoim e castanhas tipo aperitivo, em embalagem de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;331;1703301;2008.1;Amendoim e castanhas tipo aperitivo, em embalagem de conte?do superior a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;340;1703400;2103.20.10;Catchup em embalagens imediatas de conte?do inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;350;1703500;"2103.90.212103.90.91";Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conte?do inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 3 g
XVII;PRODUTOS ALIMENT?CIOS;360;1703600;2103.10.10;Molhos de soja preparados em embalagens imediatas de conte?do inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;370;1703700;2103.30.10;Farinha de mostarda em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;380;1703800;2103.30.21;Mostarda preparada em embalagens imediatas de conte?do inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;390;1703900;2103.90.11;Maionese em embalagens imediatas de conte?do inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sach?s) de conte?do inferior ou igual a 10 g
XVII;PRODUTOS ALIMENT?CIOS;400;1704000;2002;Tomates preparados ou conservados, exceto em vinagre ou em ?cido ac?tico, em embalagens de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;410;1704100;2103.20.10;Molhos de tomate em embalagens imediatas de conte?do inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;420;1704200;"1704.90.901904.20.001904.90.00";Barra de cereais
XVII;PRODUTOS ALIMENT?CIOS;430;1704300;"1806.31.201806.32.201806.90.00";Barra de cereais contendo cacau
XVII;PRODUTOS ALIMENT?CIOS;440;1704400;1101.00.10;Farinha de trigo especial, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;441;1704401;1101.00.10;Farinha de trigo especial, em embalagem superior a 1 kg e inferior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;442;1704402;1101.00.10;Farinha de trigo especial, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;443;1704403;1101.00.10;Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 kg
XVII;PRODUTOS ALIMENT?CIOS;444;1704404;1101.00.10;Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 kg
XVII;PRODUTOS ALIMENT?CIOS;445;1704405;1101.00.10;Farinha de trigo comum, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;446;1704406;1101.00.10;Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 kg
XVII;PRODUTOS ALIMENT?CIOS;447;1704407;1101.00.10;Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 kg
XVII;PRODUTOS ALIMENT?CIOS;448;1704408;1101.00.10;Farinha de trigo dom?stica especial, em embalagem superior a 5 kg e inferior e igual a 10 kg
XVII;PRODUTOS ALIMENT?CIOS;449;1704409;1101.00.10;Farinha de trigo dom?stica com fermento, em embalagem superior a 5 kg e inferior e igual a 10 kg
XVII;PRODUTOS ALIMENT?CIOS;4410;1704410;1101.00.10;Farinha de trigo especial, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENT?CIOS;4411;1704411;1101.00.10;Farinha de trigo comum, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;4412;1704412;1101.00.10;Farinha de trigo comum, em embalagem superior a 1 kg e inferior a 5 Kg
XVII;PRODUTOS ALIMENT?CIOS;4413;1704413;1101.00.10;Farinha de trigo comum, em embalagem superior a 50 kg
XVII;PRODUTOS ALIMENT?CIOS;4414;1704414;1101.00.10;Farinha de trigo dom?stica especial, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;4415;1704415;1101.00.10;Farinha de trigo dom?stica especial, em embalagem superior a 1 kg e inferior a 5 Kg
XVII;PRODUTOS ALIMENT?CIOS;4416;1704416;1101.00.10;Farinha de trigo dom?stica especial, em embalagem igual a 5 Kg
XVII;PRODUTOS ALIMENT?CIOS;4417;1704417;1101.00.10;Farinha de trigo dom?stica especial, em embalagem superior a 10 Kg
XVII;PRODUTOS ALIMENT?CIOS;4418;1704418;1101.00.10;Farinha de trigo dom?stica com fermento, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;4419;1704419;1101.00.10;Farinha de trigo dom?stica com fermento, em embalagem superior a 1 kg e inferior a 5 Kg
XVII;PRODUTOS ALIMENT?CIOS;4420;1704420;1101.00.10;Farinha de trigo dom?stica com fermento, em embalagem igual a 5 Kg
XVII;PRODUTOS ALIMENT?CIOS;4421;1704421;1101.00.10;Farinha de trigo dom?stica com fermento, em embalagem superior a 10 Kg
XVII;PRODUTOS ALIMENT?CIOS;4422;1704422;1101.00.10;Outras farinhas de trigo, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENT?CIOS;4423;1704423;1101.00.10;Outras farinhas de trigo, em embalagem superior a 1 kg e inferior a 5 Kg
XVII;PRODUTOS ALIMENT?CIOS;4424;1704424;1101.00.10;Outras farinhas de trigo, em embalagem igual a 5 Kg
XVII;PRODUTOS ALIMENT?CIOS;4425;1704425;1101.00.10;Outras farinhas de trigo, em embalagem superior a 5 Kg e inferior ou igual a 25 kg
XVII;PRODUTOS ALIMENT?CIOS;4426;1704426;1101.00.10;Outras farinhas de trigo, em embalagem superior a 25 Kg e inferior ou igual a 50 kg
XVII;PRODUTOS ALIMENT?CIOS;4427;1704427;1101.00.10;Outras farinhas de trigo, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENT?CIOS;450;1704500;1101.00.20;Farinha de mistura de trigo com centeio (m?teil)
XVII;PRODUTOS ALIMENT?CIOS;460;1704600;"1901.20.001901.90.90";Misturas e prepara??es para bolos, em embalagem inferior 5 kg
XVII;PRODUTOS ALIMENT?CIOS;461;1704601;"1901.20.001901.90.90";Misturas e prepara??es para bolos, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;462;1704602;"1901.20.001901.90.90";Misturas e prepara??es para bolos, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
XVII;PRODUTOS ALIMENT?CIOS;463;1704603;1901.20.00 1901.90.90;Misturas e prepara??es para bolos, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
XVII;PRODUTOS ALIMENT?CIOS;464;1704604;"1901.20.001901.90.90";Misturas e prepara??es para bolos, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENT?CIOS;465;1704605;"1901.20.001901.90.90";Misturas e prepara??es para p?es com menos de 80% de farinha de trigo na sua composi??o final, em embalagem inferior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;466;1704606;"1901.20.001901.90.90";Misturas e prepara??es para p?es com menos de 80% de farinha de trigo na sua composi??o final, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;467;1704607;"1901.20.001901.90.90";Misturas e prepara??es para p?es com menos de 80% de farinha de trigo na sua composi??o final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
XVII;PRODUTOS ALIMENT?CIOS;468;1704608;"1901.20.001901.90.90";Misturas e prepara??es para p?es com menos de 80% de farinha de trigo na sua composi??o final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
XVII;PRODUTOS ALIMENT?CIOS;469;1704609;"1901.20.001901.90.90";Misturas e prepara??es para p?es com menos de 80% de farinha de trigo na sua composi??o final, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENT?CIOS;4610;1704610;"1901.20.001901.90.90";Misturas e prepara??es para p?es com, no m?nimo, 80% de farinha de trigo na sua composi??o final, em embalagem inferior a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;4611;1704611;"1901.20.001901.90.90";Misturas e prepara??es para p?es com, no m?nimo, 80% de farinha de trigo na sua composi??o final, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENT?CIOS;4612;1704612;"1901.20.001901.90.90";Misturas e prepara??es para p?es com, no m?nimo, 80% de farinha de trigo na sua composi??o final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
XVII;PRODUTOS ALIMENT?CIOS;4613;1704613;"1901.20.001901.90.90";Misturas e prepara??es para p?es com, no m?nimo, 80% de farinha de trigo na sua composi??o final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
XVII;PRODUTOS ALIMENT?CIOS;4614;1704614;"1901.20.001901.90.90";Misturas e prepara??es para p?es com, no m?nimo, 80% de farinha de trigo na sua composi??o final, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENT?CIOS;4615;1704615;1901.20.00 1901.90.90;Misturas e pastas para a prepara??o de produtos de padaria, pastelaria e da ind?stria de bolachas e biscoitos, da posi??o 19.05, exceto os previstos nos CEST 17.046.00 a 17.046.14 e 17.046.16.
XVII;PRODUTOS ALIMENT?CIOS;4616;1704616;1901.20.00 1901.90.90;Misturas e prepara??es com, no m?nimo, 80% de farinha de trigo na sua composi??o final, exceto as descritas nos CEST 17.046.10 a 17.046.15.?
XVII;PRODUTOS ALIMENT?CIOS;470;1704700;1902.30.00;Massas aliment?cias tipo instant?nea
XVII;PRODUTOS ALIMENT?CIOS;480;1704800;1902;Massas aliment?cias, cozidas ou recheadas (de carne ou de outras subst?ncias) ou preparadas de outro modo, exceto as descritas nos CEST 17.047.00, 17.048.01, e 17.048.02
XVII;PRODUTOS ALIMENT?CIOS;481;1704801;1902.40.00;Cuscuz
XVII;PRODUTOS ALIMENT?CIOS;482;1704802;1902.20.00;Massas aliment?cias recheadas (mesmo cozidas ou preparadas de outro modo)
XVII;PRODUTOS ALIMENT?CIOS;490;1704900;1902.1;Massas aliment?cias do tipo comum, n?o cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.03
XVII;PRODUTOS ALIMENT?CIOS;491;1704901;1902.1;Massas aliment?cias do tipo s?mola, n?o cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.04
XVII;PRODUTOS ALIMENT?CIOS;492;1704902;1902.1;Massas aliment?cias do tipo granoduro, n?o cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.05
XVII;PRODUTOS ALIMENT?CIOS;493;1704903;1902.19.00;Massas aliment?cias do tipo comum, n?o cozidas, nem recheadas, nem preparadas de outro modo, que n?o contenham ovos
XVII;PRODUTOS ALIMENT?CIOS;494;1704904;1902.19.00;Massas aliment?cias do tipo s?mola, n?o cozidas, nem recheadas, nem preparadas de outro modo, que n?o contenham ovos
XVII;PRODUTOS ALIMENT?CIOS;495;1704905;1902.19.00;Massas aliment?cias do tipo granoduro, n?o cozidas, nem recheadas, nem preparadas de outro modo, que n?o contenham ovos
XVII;PRODUTOS ALIMENT?CIOS;500;1705000;1905.20;P?es industrializados, inclusive de especiarias, exceto panetones e bolo de forma
XVII;PRODUTOS ALIMENT?CIOS;510;1705100;1905.20.90;Bolo de forma, inclusive de especiarias
XVII;PRODUTOS ALIMENT?CIOS;520;1705200;1905.20.10;Panetones
XVII;PRODUTOS ALIMENT?CIOS;530;1705300;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo (exceto dos tipos ?cream cracker?, ??gua e sal?, ?maisena?, ?maria? e outros de consumo popular que n?o sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denomina??o comercial)
XVII;PRODUTOS ALIMENT?CIOS;531;1705301;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo dos tipos ?maisena? e ?maria? e outros de consumo popular que n?o sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denomina??o comercial, exceto o CEST 17.053.02
XVII;PRODUTOS ALIMENT?CIOS;532;1705302;1905.31.00;"Biscoitos e bolachas derivados de farinha de trigo dos tipos ""cream cracker"" e ""?gua e sal"" de consumo popular"
XVII;PRODUTOS ALIMENT?CIOS;540;1705400;1905.31.00;"Biscoitos e bolachas n?o derivados de farinha de trigo (exceto dos tipos ""cream cracker"", ""?gua e sal"", ""maisena"" e ""maria"" e outros de consumo popular que n?o sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denomina??o comercial)"
