CFOP;Descri????o Resumida do CFOP;Aplica????o
5153;5.153 - Transfer??ncia de energia el??trica;Classificam-se neste c??digo as transfer??ncias de energia el??trica para outro estabelecimento da mesma empresa, para distribui????o.
5155;5.155 - Transfer??ncia de produ????o do estabelecimento, que n??o deva por ele transitar;Classificam-se neste c??digo as transfer??ncias para outro estabelecimento da mesma empresa, de produtos industrializados no estabelecimento que tenham sido remetidos para armaz??m geral, dep??sito fechado ou outro, sem que haja retorno ao estabelecimento depositante.
5156;5.156 - Transfer??ncia de mercadoria adquirida ou recebida de terceiros, que n??o deva por ele transitar;Classificam-se neste c??digo as transfer??ncias para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros para industrializa????o ou comercializa????o, que n??o tenham sido objeto de qualquer processo industrial, remetidas para armaz??m geral, dep??sito fechado ou outro, sem que haja retorno ao estabelecimento depositante.
5159;5.159 - Fornecimento de produ????o do estabelecimento de ato cooperativo;Classificam-se neste c??digo os fornecimentos de produtos industrializados ou produzidos pelo pr??prio estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa.
5160;5.160 - Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo;Classificam-se neste c??digo os fornecimentos de mercadorias adquiridas ou recebidas de terceiros, que n??o tenham sido objeto de qualquer processo industrial no estabelecimento de cooperativa, destinados a seus cooperados ou a estabelecimento de outra cooperativa.
5201;5.201 - Devolu????o de compra p/ industrializa????o ou produ????o rural;"Devolu????o de mercadoria adquirida para ser utilizada em processo de industrializa????o ou produ????o rural, cuja entrada tenha sido classificada como ""1.101 - Compra para industrializa????o ou produ????o rural"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
5202;5.202 - Devolu????o de compra p/ comercializa????o;Classificam-se neste c??digo as devolu????es de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercializa????o.
5205;5.205 - Anula????o de valor relativo a aquisi????o de servi??o de comunica????o;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes das aquisi????es de servi??os de comunica????o.
5206;5.206 - Anula????o de valor relativo a aquisi????o de servi??o de transporte;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes das aquisi????es de servi??os de transporte.
5207;5.207 - Anula????o de valor relativo ?? compra de energia el??trica;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes da compra de energia el??trica.
5208;5.208 - Devolu????o de mercadoria recebida em transfer??ncia p/ industrializa????o ou produ????o rural;"Devolu????o de mercadoria recebida em transfer??ncia de outro estabelecimento da mesma empresa, para ser utilizada em processo de industrializa????o ou produ????o rural.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
5209;5.209 - Devolu????o de mercadoria recebida em transfer??ncia p/ comercializa????o;Classificam-se neste c??digo as devolu????es de mercadorias recebidas em transfer??ncia de outro estabelecimento da mesma empresa, para serem comercializadas.
5210;5.210 - Devolu????o de compra p/ utiliza????o na presta????o de servi??o;Classificam-se neste c??digo as devolu????es de mercadorias adquiridas para utiliza????o na presta????o de servi??os, cujas entradas tenham sido classificadas nos c??digos ???1.126 - Compra para utiliza????o na presta????o de servi??o sujeita ao ICMS??? e ???1.128 - Compra para utiliza????o na presta????o de servi??o sujeita ao ISSQN. (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1?? de janeiro de 2011 ??? DECRETO 36.465/2011. Vejamais[p1]
5213;5.213 - Devolu????o de entrada de mercadoria com previs??o de posterior ajuste ou fixa????o de pre??o, em ato cooperativo;Classificam-se neste c??digo as devolu????es de entradas que tenham sido classificadas no c??digo ???1.131 - Entrada de mercadoria com previs??o de posterior ajuste ou fixa????o de pre??o, decorrente de opera????o de ato cooperativo.??? (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1?? de janeiro de 2018.
5214;5.214 - Devolu????o de fixa????o de pre??o de produ????o do estabelecimento produtor, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o, de ato cooperativo, para comercializa????o;Classificam-se neste c??digo as devolu????es de fixa????o de pre??o de mercadorias do estabelecimento produtor cuja entrada para comercializa????o tenha sido classificada no c??digo ???1.132 - Fixa????o de pre??o de produ????o do estabelecimento produtor, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o de ato cooperativo.??? (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1?? de janeiro de 2018.
5215;5.215 - Devolu????o de fixa????o de pre??o de produ????o do estabelecimento produtor, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o, de ato cooperativo, para industrializa????o;Classificam-se neste c??digo as devolu????es de fixa????o de pre??o de mercadorias do estabelecimento produtor cuja entrada para industrializa????o tenha sido classificada no c??digo ???1.135 - Fixa????o de pre??o de produ????o do estabelecimento produtor, inclusive quando remetidas anteriormente com previs??o de posterior ajuste ou fixa????o de pre??o de ato cooperativo.??? (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1?? de janeiro de 2018.
5216;5.216 - Devolu????o de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo;Classificam-se neste c??digo as devolu????es de entradas decorrentes de fornecimento de produtos ou mercadorias por estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujo fornecimento tenha sido classificado no c??digo 1.159 - Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo.
5251;5.251 - Venda de energia el??trica p/ distribui????o ou comercializa????o;Classificam-se neste c??digo as vendas de energia el??trica destinada ?? distribui????o ou comercializa????o. Tamb??m ser??o classificadas neste c??digo as vendas de energia el??trica destinada a cooperativas para distribui????o aos seus cooperados.
5252;5.252 - Venda de energia el??trica p/ estabelecimento industrial;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento industrial. Tamb??m ser??o classificadas neste c??digo as vendas de energia el??trica destinada a estabelecimento industrial de cooperativa.
5253;5.253 - Venda de energia el??trica p/ estabelecimento comercial;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento comercial. Tamb??m ser??o classificadas neste c??digo as vendas de energia el??trica destinada a estabelecimento comercial de cooperativa.
5254;5.254 - Venda de energia el??trica p/ estabelecimento prestador de servi??o de transporte;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento de prestador de servi??os de transporte.
5255;5.255 - Venda de energia el??trica p/ estabelecimento prestador de servi??o de comunica????o;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento de prestador de servi??os de comunica????o.
5256;5.256 - Venda de energia el??trica p/ estabelecimento de produtor rural;Classificam-se neste c??digo as vendas de energia el??trica para consumo por estabelecimento de produtor rural.
5257;5.257 - Venda de energia el??trica p/ consumo por demanda contratada;Classificam-se neste c??digo as vendas de energia el??trica para consumo por demanda contratada, que prevalecer?? sobre os demais c??digos deste subgrupo.
5258;5.258 - Venda de energia el??trica a n??o contribuinte;Classificam-se neste c??digo as vendas de energia el??trica a pessoas f??sicas ou a pessoas jur??dicas n??o indicadas nos c??digos anteriores.
5301;5.301 - Presta????o de servi??o de comunica????o p/ execu????o de servi??o da mesma natureza;Classificam-se neste c??digo as presta????es de servi??os de comunica????o destinados ??s presta????es de servi??os da mesma natureza.
5302;5.302 - Presta????o de servi??o de comunica????o a estabelecimento industrial;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento industrial. Tamb??m ser??o classificados neste c??digo os servi??os de comunica????o prestados a estabelecimento industrial de cooperativa.
5303;5.303 - Presta????o de servi??o de comunica????o a estabelecimento comercial;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento comercial. Tamb??m ser??o classificados neste c??digo os servi??os de comunica????o prestados a estabelecimento comercial de cooperativa.
5304;5.304 - Presta????o de servi??o de comunica????o a estabelecimento de prestador de servi??o de transporte;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento prestador de servi??o de transporte.
5305;5.305 - Presta????o de servi??o de comunica????o a estabelecimento de geradora ou de distribuidora de energia el??trica;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento de geradora ou de distribuidora de energia el??trica.
5306;5.306 - Presta????o de servi??o de comunica????o a estabelecimento de produtor rural;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a estabelecimento de produtor rural.
5307;5.307 - Presta????o de servi??o de comunica????o a n??o contribuinte;Classificam-se neste c??digo as presta????es de servi??os de comunica????o a pessoas f??sicas ou a pessoas jur??dicas n??o indicadas nos c??digos anteriores.
5351;5.351 - Presta????o de servi??o de transporte p/ execu????o de servi??o da mesma natureza;Classificam-se neste c??digo as presta????es de servi??os de transporte destinados ??s presta????es de servi??os da mesma natureza.
5352;5.352 - Presta????o de servi??o de transporte a estabelecimento industrial;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento industrial. Tamb??m ser??o classificados neste c??digo os servi??os de transporte prestados a estabelecimento industrial de cooperativa.
5353;5.353 - Presta????o de servi??o de transporte a estabelecimento comercial;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento comercial. Tamb??m ser??o classificados neste c??digo os servi??os de transporte prestados a estabelecimento comercial de cooperativa.
5354;5.354 - Presta????o de servi??o de transporte a estabelecimento de prestador de servi??o de comunica????o;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento prestador de servi??os de comunica????o.
5355;5.355 - Presta????o de servi??o de transporte a estabelecimento de geradora ou de distribuidora de energia el??trica;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento de geradora ou de distribuidora de energia el??trica.
5356;5.356 - Presta????o de servi??o de transporte a estabelecimento de produtor rural;Classificam-se neste c??digo as presta????es de servi??os de transporte a estabelecimento de produtor rural.
5357;5.357 - Presta????o de servi??o de transporte a n??o contribuinte;Classificam-se neste c??digo as presta????es de servi??os de transporte a pessoas f??sicas ou a pessoas jur??dicas n??o indicadas nos c??digos anteriores.
5359;5.359 - Presta????o de servi??o de transporte a contribuinte ou a n??o-contribuinte, quando a mercadoria transportada esteja dispensada de emiss??o de Nota Fiscal;Presta????o de servi??o de transporte a contribuinte ou a n??o-contribuinte, quando n??o existir a obriga????o legal de emiss??o de Nota Fiscal para a mercadoria transportada. (ACR Ajuste SINIEF 03/2004) (DECRETO N?? 26.810, DE 10 DE JUNHO DE 2004) (a partir de 01.01.2005)
5360;5.360 - Presta????o de servi??o de transporte a contribuinte-substituto em rela????o ao servi??o de transporte;Presta????o de servi??o de transporte a contribuinte a quem tenha sido atribu??da a condi????o de contribuinte-substituto em rela????o ao imposto incidente na presta????o dos servi??os.
5401;5.401 - Venda de produ????o do estabelecimento quando o produto esteja sujeito a ST;"Venda de produto industrializado ou produzido pelo estabelecimento, quando o referido produto estiver sujeito ao regime de substitui????o tribut??ria, bem como a de produto industrializado, por estabelecimento industrial ou produtor rural de cooperativa, sujeito ao regime de substitui????o tribut??ria.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
5402;5.402 - Venda de produ????o do estabelecimento de produto sujeito a ST, em opera????o entre contribuintes substitutos do mesmo produto;Classificam-se neste c??digo as vendas de produtos sujeitos ao regime de substitui????o tribut??ria industrializados no estabelecimento, em opera????es entre contribuintes substitutos do mesmo produto
5403;5.403 - Venda de mercadoria, adquirida ou recebida de terceiros, sujeita a ST, na condi????o de contribuinte-substituto;"Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substitui????o tribut??ria, na condi????o de contribuinte-substituto.??? (Decreto N?? 25.068/2003). a partir 01.01.2003"
5405;5.405 - Venda de mercadoria, adquirida ou recebida de terceiros, sujeita a ST, na condi????o de contribuinte-substitu??do;"Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substitui????o tribut??ria, na condi????o de contribuinte-substitu??do.??? (Decreto N?? 25.068/2003). a partir 01.01.2003"
5408;5.408 - Transfer??ncia de produ????o do estabelecimento quando o produto sujeito a ST;"Transfer??ncia de produto industrializado ou produzido no estabelecimento, para outro estabelecimento da mesma empresa, quando o produto estiver sujeito ao regime de substitui????o tribut??ria.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
5409;5.409 - Transfer??ncia de mercadoria adquirida ou recebida de terceiros em opera????o com mercadoria sujeita a ST;Classificam-se neste c??digo as transfer??ncias para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros que n??o tenham sido objeto de qualquer processo industrial no estabelecimento, em opera????es com mercadorias sujeitas ao regime de substitui????o tribut??ria.
5410;5.410 - Devolu????o de compra p/ industrializa????o de mercadoria sujeita a ST;"Devolu????o de mercadoria adquirida para ser utilizada em processo de industrializa????o ou produ????o rural, cuja entrada tenha sido classificada como ""Compra para industrializa????o ou produ????o rural de mercadoria sujeita ao regime de substitui????o tribut??ria"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
5411;5.411 - Devolu????o de compra p/ comercializa????o em opera????o com mercadoria sujeita a ST;Classificam-se neste c??digo as devolu????es de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercializa????o em opera????o com mercadoria sujeita ao regime de substitui????o tribut??ria.
5412;5.412 - Devolu????o de bem do ativo imobilizado, em opera????o com mercadoria sujeita a ST;Classificam-se neste c??digo as devolu????es de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada no c??digo 1.406 - Compra de bem para o ativo imobilizado cuja mercadoria est?? sujeita ao regime de substitui????o tribut??ria.
5413;5.413 - Devolu????o de mercadoria destinada ao uso ou consumo, em opera????o com mercadoria sujeita a ST.;Classificam-se neste c??digo as devolu????es de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no c??digo 1.407 - Compra de mercadoria para uso ou consumo cuja mercadoria est?? sujeita ao regime de substitui????o tribut??ria.
5414;5.414 - Remessa de produ????o do estabelecimento p/ venda fora do estabelecimento, quando o produto sujeito a ST;"Remessa de produto industrializado ou produzido pelo estabelecimento para ser vendido fora do estabelecimento, inclusive por meio de ve??culo, quando o mencionado produto estiver sujeito ao regime de substitui????o tribut??ria.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
5415;5.415 - Remessa de mercadoria adquirida ou recebida de terceiros p/ venda fora do estabelecimento, em opera????o com mercadoria sujeita a ST;Classificam-se neste c??digo as remessas de mercadorias adquiridas ou recebidas de terceiros para serem vendidas fora do estabelecimento, inclusive por meio de ve??culos, em opera????es com mercadorias sujeitas ao regime de substitui????o tribut??ria.
5451;"5.451 - Remessa de animal - Sistema de Integra????o e Parceria Rural";"Classificam-se neste c??digo as sa??das referentes ?? remessa de animais para cria????o, recria????o, produ????o ou engorda emestabelecimento de produtor no sistema integrado e de produ????o animal, inclusive em sistema de confinamento. Tamb??m ser??oclassificadas neste c??digo as remessas decorrentes de ???ato cooperativo???, inclusive as opera????es entre cooperativa singular e cooperativacentral.???."
5452;5.452 - Remessa de insumo - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ?? remessa de insumos para utiliza????o em estabelecimento de produtor no sistemaintegrado e de produ????o animal, para cria????o, recria????o ou engorda, inclusive em sistema de confinamento. Tamb??m ser??o classificadasneste c??digo as remessas decorrentes de ???ato cooperativo???, inclusive as opera????es entre cooperativa singular e cooperativa central."
5453;5.453 - Retorno de animal ou da produ????o - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ao retorno da produ????o, bem como dos animais criados ou engordados pelo produtorno sistema integrado e de produ????o animal, inclusive em sistema de confinamento. Tamb??m ser??o classificados neste c??digo os retornosdecorrentes de ???ato cooperativo???, inclusive as opera????es entre cooperativa singular e cooperativa central."
5454;5.454 - Retorno simb??lico de animal ou da produ????o - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ao retorno simb??lico da produ????o, bem como de animais criados ou engordados peloprodutor no sistema integrado e de produ????o animal, inclusive em sistema de confinamento."
5455;5.455 - Retorno de insumos n??o utilizados na produ????o - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das referentes ao retorno de insumos n??o utilizados em estabelecimento de produtor no sistemaintegrado e de produ????o animal, para cria????o, recria????o ou engorda, inclusive em sistema de confinamento e nas opera????es entrecooperativa singular e cooperativa central"
5456;5.456 - Sa??da referente a remunera????o do produtor - Sistema de Integra????o e Parceria Rural;"Classificam-se neste c??digo as sa??das da parcela da produ????o do produtor realizadas em sistema de integra????o e produ????o animal,quando da entrega ao integrador ou parceiro. Tamb??m ser??o classificadas neste c??digo as sa??das decorrentes de ???ato cooperativo???,inclusive as opera????es entre cooperativa singular e cooperativa central."
5501;5.501 - Remessa de produ????o do estabelecimento, com fim espec??fico de exporta????o;"Sa??da de produto industrializado ou produzido pelo estabelecimento, remetido com fim espec??fico de exporta????o a ""trading company"", empresa comercial exportadora ou outro estabelecimento do remetente(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
5502;5.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim espec??fico de exporta????o;Classificam-se neste c??digo as sa??das de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim espec??fico de exporta????o a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.
5503;5.503 - Devolu????o de mercadoria recebida com fim espec??fico de exporta????o;Classificam-se neste c??digo as devolu????es efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinat??rio, de mercadorias recebidas com fim espec??fico de exporta????o, cujas entradas tenham sido classificadas no c??digo 1.501 - Entrada de mercadoria recebida com fim espec??fico de exporta????o.
5504;5.504 - Remessa de mercadoria p/ forma????o de lote de exporta????o, de produto industrializado ou produzido pelo pr??prio estabelecimento.;"Remessa de mercadoria para forma????o de lote de exporta????o, de produto industrializado ou produzido pelo pr??prio estabelecimento.(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplica????o ser?? obrigat??ria em rela????o aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de janeiro a 30 de junho de 2006)"
5505;5.505 - Remessa de mercadoria, adquirida ou recebida de terceiros, p/ forma????o de lote de exporta????o.;"Remessa de mercadoria, adquirida ou recebida de terceiros, para forma????o de lote de exporta????o.(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplica????o ser?? obrigat??ria em rela????o aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de janeiro a 30 de junho de 2006)"
5551;5.551 - Venda de bem do ativo imobilizado;Classificam-se neste c??digo as vendas de bens integrantes do ativo imobilizado do estabelecimento.
5552;5.552 - Transfer??ncia de bem do ativo imobilizado;Classificam-se neste c??digo os bens do ativo imobilizado transferidos para outro estabelecimento da mesma empresa.
5553;5.553 - Devolu????o de compra de bem p/ o ativo imobilizado;Classificam-se neste c??digo as devolu????es de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no c??digo 1.551 - Compra de bem para o ativo imobilizado.
5554;5.554 - Remessa de bem do ativo imobilizado p/ uso fora do estabelecimento;Classificam-se neste c??digo as remessas de bens do ativo imobilizado para uso fora do estabelecimento.
5555;5.555 - Devolu????o de bem do ativo imobilizado de terceiro, recebido p/ uso no estabelecimento;Classificam-se neste c??digo as sa??das em devolu????o, de bens do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no c??digo 1.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento.
5556;5.556 - Devolu????o de compra de material de uso ou consumo;Classificam-se neste c??digo as devolu????es de mercadorias destinadas ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no c??digo 1.556 - Compra de material para uso ou consumo.
5557;5.557 - Transfer??ncia de material de uso ou consumo;Classificam-se neste c??digo os materiais para uso ou consumo transferidos para outro estabelecimento da mesma empresa.
5601;5.601 - Transfer??ncia de cr??dito de ICMS acumulado;Classificam-se neste c??digo os lan??amentos destinados ao registro da transfer??ncia de cr??ditos de ICMS para outras empresas.
5602;5.602 - Transfer??ncia de saldo credor do ICMS, p/ outro estabelecimento da mesma empresa, destinado ?? compensa????o de saldo devedor do ICMS;Lan??amento destinado ao registro da transfer??ncia de saldo credor do ICMS, para outro estabelecimento da mesma empresa, destinado ?? compensa????o do saldo devedor desse estabelecimento, inclusive no caso de apura????o centralizada do imposto. (NR Ajuste SINIEF 09/2003 ??? a partir 01.01.2004)
5603;5.603 - Ressarcimento de ICMS retido por substitui????o tribut??ria;Classificam-se neste c??digo os lan??amentos destinados ao registro de ressarcimento de ICMS retido por substitui????o tribut??ria a contribuinte substitu??do, efetuado pelo contribuinte substituto, nas hip??teses previstas na legisla????o aplic??vel.
5605;5.605 - Transfer??ncia de saldo devedor do ICMS de outro estabelecimento da mesma empresa;Lan??amento destinado ao registro da transfer??ncia de saldo devedor do ICMS para outro estabelecimento da mesma empresa, para efetiva????o da apura????o centralizada do imposto. (ACR Ajuste SINIEF 03/2004) (DECRETO N?? 26.810/2004) (a partir de 01.01.2005)
5606;5.606 - Utiliza????o de saldo credor do ICMS p/ extin????o por compensa????o de d??bitos fiscais;Lan??amento destinado ao registro de utiliza????o de saldo credor do ICMS em conta gr??fica para extin????o por compensa????o de d??bitos fiscais desvinculados de conta gr??fica. (ACR Ajuste SINIEF 02/2005 ??? a partir de 01.01.2006). (DECRETO N?? 27.995 de 06.06.2005) a partir de 01.01.2006
5651;5.651 - Venda de combust??vel ou lubrificante de produ????o do estabelecimento destinados ?? industrializa????o subseq??ente;"Venda de combust??vel ou lubrificante, industrializados no estabelecimento e destinados ?? industrializa????o do pr??prio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5652;5.652 - Venda de combust??vel ou lubrificante, de produ????o do estabelecimento, destinados ?? comercializa????o;"Venda de combust??vel ou lubrificante, industrializados no estabelecimento, destinados ?? comercializa????o, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5653;5.653 - Venda de combust??vel ou lubrificante, de produ????o do estabelecimento, destinados a consumidor ou usu??rio final;"Venda de combust??vel ou lubrificante, industrializados no estabelecimento, destinados a consumo em processo de industrializa????o de outro produto, ?? presta????o de servi??o ou a usu??rio final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5654;5.654 - Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados ?? industrializa????o subseq??ente;"Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados ?? industrializa????o do pr??prio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5655;5.655 - Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados ?? comercializa????o;"Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados ?? comercializa????o, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5656;5.656 - Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumidor ou usu??rio final;"Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumo em processo de industrializa????o de outro produto, ?? presta????o de servi??o ou a usu??rio final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5657;5.657 - Remessa de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, p/ venda fora do estabelecimento;Remessa de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, para ser vendidos fora do estabelecimento, inclusive por meio de ve??culos. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
5658;5.658 - Transfer??ncia de combust??vel ou lubrificante de produ????o do estabelecimento;Transfer??ncia de combust??vel ou lubrificante, industrializados no estabelecimento, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
5659;5.659 - Transfer??ncia de combust??vel ou lubrificante adquiridos ou recebidos de terceiros;Transfer??ncia de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
5660;5.660 - Devolu????o de compra de combust??vel ou lubrificante adquiridos p/ industrializa????o subseq??ente;"Devolu????o de compra de combust??vel ou lubrificante, adquiridos para industrializa????o do pr??prio produto, cuja entrada tenha sido classificada como ""Compra de combust??vel ou lubrificante para industrializa????o subseq??ente"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5661;5.661 - Devolu????o de compra de combust??vel ou lubrificante adquiridos p/ comercializa????o;"Devolu????o de compra de combust??vel ou lubrificante, adquiridos para comercializa????o, cuja entrada tenha sido classificada como ""Compra de combust??vel ou lubrificante para comercializa????o"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5662;5.662 - Devolu????o de compra de combust??vel ou lubrificante adquiridos por consumidor ou usu??rio final;"Devolu????o de compra de combust??vel ou lubrificante, adquiridos para consumo em processo de industrializa????o de outro produto, na presta????o de servi??o ou por usu??rio final, cuja entrada tenha sido classificada como ""Compra de combust??vel ou lubrificante por consumidor ou usu??rio final"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
5663;5.663 - Remessa p/ armazenagem de combust??vel ou lubrificante;Remessa para armazenagem de combust??vel ou lubrificante. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
